objectID,ID,slug,name,popularity,type,_geoloc/lat,_geoloc/lng,length,elevation_gain,difficulty_rating,route_type,visitor_usage,avg_rating,area_id,area_name,country_id,country_name,city_id,city_name,state_id,state_name,verified_map_id,features/0,features/1,features/2,features/3,features/4,features/5,features/6,activities/0,activities/1,activities/2,activities/3,feature_names/0,feature_names/1,feature_names/2,feature_names/3,feature_names/4,feature_names/5,feature_names/6,activity_names/0,activity_names/1,activity_names/2,activity_names/3,overview,num_reviews,units,area_slug,trail_id,city_url,park_slug,profile_photo_url,features/7,activities/4,activities/5,feature_names/7,activity_names/4,activity_names/5,activities/6,activity_names/6,features/8,feature_names/8,activities/7,activity_names/7,activities/8,features/9,feature_names/9,activity_names/8,features/10,feature_names/10,activities/9,activities/10,activity_names/9,activity_names/10,features/11,feature_names/11
trail-10000437,10000437,us/maryland/billy-goat-trail-and-chesapeake-and-ohio-canal-trail-loop,Billy Goat Trail and Chesapeake and Ohio Canal Trail Loop,37.1565,trail,39.00111,-77.24747,11426.314,84.73440000000001,3,L,3,4.5,10161408,Chesapeake and Ohio Canal National Historic Park,313,United States,6654,Potomac,21,Maryland,13274415,dogs-no,forest,river,views,waterfall,wild-flowers,wildlife,birding,hiking,nature-trips,trail-running,Dogs No,Forest,River,Views,Waterfall,Wild Flowers,Wildlife,Bird Watching,Hiking,Nature Trips,Running,,827,i,parks/us/maryland/chesapeake-and-ohio-canal-national-historic-park,10000437,us/maryland/potomac,us/maryland/chesapeake-and-ohio-canal-national-historic-park,https://cdn-assets.alltrails.com/uploads/photo/image/19423432/large_f97e561ea16a1c9468c2fa48ef626d2b.jpg,,,,,,,,,,,,,,,,,,,,,,,,
trail-10241923,10241923,us/maryland/annapolis-rock-via-appalachian-trail,Annapolis Rock via Appalachian Trail,33.8421,trail,39.53522,-77.60287,8207.634,248.7168,3,O,3,4.5,10110509,South Mountain State Park,313,United States,816,Boonsboro,21,Maryland,18966145,dogs-leash,forest,kids,views,wild-flowers,wildlife,,hiking,rock-climbing,,,Dogs Leash,Forest,Kid Friendly,Views,Wild Flowers,Wildlife,,Hiking,Rock Climbing,,,,831,i,parks/us/maryland/south-mountain-state-park,10241923,us/maryland/boonsboro,us/maryland/south-mountain-state-park,https://cdn-assets.alltrails.com/uploads/photo/image/20998904/large_d84fc7266eef7f447dbf8d6c682b8e01.jpg,,,,,,,,,,,,,,,,,,,,,,,,
trail-10243112,10243112,us/maryland/cascade-falls-and-rootball-loop-trail,Cascade Falls Loop Trail ,32.3864,trail,39.23025,-76.76072,4828.02,114.90960000000001,3,L,3,4.5,10110483,Patapsco Valley State Park,313,United States,2471,Elkridge,21,Maryland,19511966,dogs-leash,forest,kids,river,views,waterfall,wild-flowers,birding,hiking,mountain-biking,nature-trips,Dogs Leash,Forest,Kid Friendly,River,Views,Waterfall,Wild Flowers,Bird Watching,Hiking,Mountain Biking,Nature Trips,,760,i,parks/us/maryland/patapsco-valley-state-park,10243112,us/maryland/elkridge,us/maryland/patapsco-valley-state-park,https://cdn-assets.alltrails.com/uploads/photo/image/11484520/large_c5f5aadd2a4efb35b45b270479059090.jpg,wildlife,trail-running,walking,Wildlife,Running,Walking,,,,,,,,,,,,,,,,,,
trail-10024147,10024147,us/maryland/sugarloaf-mountain-and-northern-peaks-trail,Sugarloaf Mountain and Northern Peaks Trail,29.0392,trail,39.26061,-77.38999,9495.106,460.85760000000005,3,L,4,4.5,10119657,Sugarloaf Mountain Natural Area,313,United States,2154,Dickerson,21,Maryland,22966933,dogs-leash,forest,views,wild-flowers,wildlife,,,birding,hiking,nature-trips,rock-climbing,Dogs Leash,Forest,Views,Wild Flowers,Wildlife,,,Bird Watching,Hiking,Nature Trips,Rock Climbing,,532,i,parks/us/maryland/sugarloaf-mountain-natural-area,10024147,us/maryland/dickerson,us/maryland/sugarloaf-mountain-natural-area,https://cdn-assets.alltrails.com/uploads/photo/image/13498306/large_009a295f1cf0eb217cde7a1e2f54a255.jpg,,trail-running,walking,,Running,Walking,horseback-riding,Horseback Riding,,,,,,,,,,,,,,,,
trail-10007985,10007985,us/maryland/wolf-rock-chimney-rock-trail,Wolf Rock & Chimney Rock Trail,22.3924,trail,39.63373,-77.44923,5149.888,240.792,3,L,2,4.5,10119621,Catoctin Mountain Park,313,United States,8188,Thurmont,21,Maryland,13268710,dogs-leash,forest,views,wildlife,,,,hiking,walking,,,Dogs Leash,Forest,Views,Wildlife,,,,Hiking,Walking,,,,266,i,parks/us/maryland/catoctin-mountain-park,10007985,us/maryland/thurmont,us/maryland/catoctin-mountain-park,https://cdn-assets.alltrails.com/uploads/photo/image/19857359/large_d8da69b4dbd81dc134d358fa17f03c36.jpg,,,,,,,,,,,,,,,,,,,,,,,,
trail-10017679,10017679,us/maryland/avalon-loop-trail,Avalon Loop Trail,21.7524,trail,39.22742,-76.72596,32186.8,685.8000000000001,3,L,3,4,10169436,Patapsco Valley State Park Avalon Area,313,United States,428,Baltimore,21,Maryland,13564732,dogs-leash,forest,kids,partially-paved,river,views,waterfall,birding,hiking,mountain-biking,nature-trips,Dogs Leash,Forest,Kid Friendly,Partially Paved,River,Views,Waterfall,Bird Watching,Hiking,Mountain Biking,Nature Trips,,219,i,parks/us/maryland/patapsco-valley-state-park-avalon-area,10017679,us/maryland/baltimore,us/maryland/patapsco-valley-state-park-avalon-area,https://cdn-assets.alltrails.com/uploads/photo/image/22478095/large_5767d6d74edda27e2f8d89cc0b37d26c.jpg,,walking,,,Walking,,,,,,,,,,,,,,,,,,,
trail-10002108,10002108,us/maryland/overlook-trail,Great Falls Overlook Loop,21.4853,trail,39.00154,-77.24715,7563.898,58.8264,3,L,3,4.5,10161408,Chesapeake and Ohio Canal National Historic Park,313,United States,6654,Potomac,21,Maryland,21700653,dogs-no,forest,kids,partially-paved,river,views,waterfall,birding,hiking,nature-trips,rock-climbing,Dogs No,Forest,Kid Friendly,Partially Paved,River,Views,Waterfall,Bird Watching,Hiking,Nature Trips,Rock Climbing,,190,i,parks/us/maryland/chesapeake-and-ohio-canal-national-historic-park,10002108,us/maryland/potomac,us/maryland/chesapeake-and-ohio-canal-national-historic-park,https://cdn-assets.alltrails.com/uploads/photo/image/21548411/large_5e5ae659903986ba4cccf6659e1a8a08.jpg,wild-flowers,trail-running,,Wild Flowers,Running,,,,wildlife,Wildlife,,,,,,,,,,,,,,
trail-10242416,10242416,us/maryland/catoctin-mountain-extended-loop-trail,Catoctin Mountain Extended Loop Trail,21.1114,trail,39.63417,-77.45045,13840.324,516.9408000000001,3,L,3,4.5,10119621,Catoctin Mountain Park,313,United States,8188,Thurmont,21,Maryland,13499464,dogs-leash,forest,river,views,waterfall,wild-flowers,wildlife,birding,camping,hiking,nature-trips,Dogs Leash,Forest,River,Views,Waterfall,Wild Flowers,Wildlife,Bird Watching,Camping,Hiking,Nature Trips,,180,i,parks/us/maryland/catoctin-mountain-park,10242416,us/maryland/thurmont,us/maryland/catoctin-mountain-park,https://cdn-assets.alltrails.com/uploads/photo/image/19672579/large_51ae18a099bbf993b5521e0eb87b1ece.jpg,,rock-climbing,trail-running,,Rock Climbing,Running,,,,,,,,,,,,,,,,,,
trail-10020124,10020124,us/maryland/little-gunpowder-trail-to-jerusalem-mills-trail-loop,Little Gunpowder Trail to Jerusalem Mills Trail Loop,20.1124,trail,39.46291,-76.39029,6759.228,132.8928,3,L,2,4,10110469,Gunpowder Falls State Park,313,United States,4213,Kingsville,21,Maryland,13274857,dogs-leash,forest,river,views,wildlife,,,birding,hiking,mountain-biking,nature-trips,Dogs Leash,Forest,River,Views,Wildlife,,,Bird Watching,Hiking,Mountain Biking,Nature Trips,,277,i,parks/us/maryland/gunpowder-falls-state-park,10020124,us/maryland/kingsville,us/maryland/gunpowder-falls-state-park,https://cdn-assets.alltrails.com/uploads/photo/image/19432249/large_1eaeb42530d5697d64f93f2aeda7356f.jpg,,trail-running,walking,,Running,Walking,,,,,,,,,,,,,,,,,,
trail-10328509,10328509,us/maryland/king-and-queens-chair,King and Queens Chair Loop,19.2472,trail,39.63149,-76.41519,4828.02,199.9488,1,L,2,4.5,10110496,Rocks State Park,313,United States,3982,Jarrettsville,21,Maryland,19939980,dogs-leash,forest,kids,river,views,wild-flowers,wildlife,birding,hiking,nature-trips,trail-running,Dogs Leash,Forest,Kid Friendly,River,Views,Wild Flowers,Wildlife,Bird Watching,Hiking,Nature Trips,Running,,321,i,parks/us/maryland/rocks-state-park,10328509,us/maryland/jarrettsville,us/maryland/rocks-state-park,https://cdn-assets.alltrails.com/uploads/photo/image/20741378/large_ca9084ed4f4706a8430bc0f0081d1680.jpg,,walking,,,Walking,,,,,,,,,,,,,,,,,,,
trail-10030419,10030419,us/maryland/mckeldin-switchback-trail,McKeldin Switchback Trail,18.9208,trail,39.35949,-76.88859,6437.36,96.9264,3,L,2,4,10119636,McKeldin Recreation Area,313,United States,4949,Marriottsville,21,Maryland,23714768,dogs-leash,kids,river,views,wild-flowers,wildlife,,birding,camping,hiking,mountain-biking,Dogs Leash,Kid Friendly,River,Views,Wild Flowers,Wildlife,,Bird Watching,Camping,Hiking,Mountain Biking,,295,i,parks/us/maryland/mckeldin-recreation-area,10030419,us/maryland/marriottsville,us/maryland/mckeldin-recreation-area,https://cdn-assets.alltrails.com/uploads/photo/image/13035360/large_7f4f800b15541f5904331f6b4a406c90.jpg,,nature-trips,trail-running,,Nature Trips,Running,,,,,,,,,,,,,,,,,,
trail-10260178,10260178,us/maryland/falling-branch-trail-to-kilgore-falls,Falling Branch Trail to Kilgore Falls,17.8822,trail,39.69007,-76.42272,2092.142,64.92240000000001,1,L,2,4,10110496,Rocks State Park,313,United States,6741,Pylesville,21,Maryland,13477523,dogs,forest,kids,river,views,waterfall,wild-flowers,birding,hiking,nature-trips,trail-running,Dogs,Forest,Kid Friendly,River,Views,Waterfall,Wild Flowers,Bird Watching,Hiking,Nature Trips,Running,,222,i,parks/us/maryland/rocks-state-park,10260178,us/maryland/pylesville,us/maryland/rocks-state-park,https://cdn-assets.alltrails.com/uploads/photo/image/11384828/large_f760e85da2577941cbcbc4a529b86381.jpg,wildlife,walking,horseback-riding,Wildlife,Walking,Horseback Riding,,,,,,,,,,,,,,,,,,
trail-10289015,10289015,us/maryland/cascade-falls-trail,Cascade Falls Trail,17.5392,trail,39.23027,-76.76072,3379.614,82.9056,1,O,,4.5,10110483,Patapsco Valley State Park,313,United States,2479,Ellicott City,21,Maryland,18435897,dogs-leash,forest,kids,waterfall,,,,hiking,trail-running,walking,,Dogs Leash,Forest,Kid Friendly,Waterfall,,,,Hiking,Running,Walking,,,207,i,parks/us/maryland/patapsco-valley-state-park,10289015,us/maryland/ellicott-city,us/maryland/patapsco-valley-state-park,https://cdn-assets.alltrails.com/uploads/photo/image/21542951/large_e7cd0e532f38747749bb71435ce4d7b7.jpg,,,,,,,,,,,,,,,,,,,,,,,,
trail-10017690,10017690,us/maryland/cromwell-valley-park-and-loch-raven,Cromwell Valley Park and Loch Raven,17.3445,trail,39.41586,-76.55089,5632.69,128.93040000000002,3,L,3,4.5,10158500,Cromwell Valley Park,313,United States,6278,Parkville,21,Maryland,13269201,dogs-leash,views,,,,,,birding,hiking,mountain-biking,nature-trips,Dogs Leash,Views,,,,,,Bird Watching,Hiking,Mountain Biking,Nature Trips,,247,i,parks/us/maryland/cromwell-valley-park,10017690,us/maryland/parkville,us/maryland/cromwell-valley-park,https://cdn-assets.alltrails.com/uploads/photo/image/13713686/large_d74439989820d60203e3f6ddbdd7f6fa.jpg,,trail-running,walking,,Running,Walking,,,,,,,,,,,,,,,,,,
trail-10234490,10234490,us/maryland/thurston-griggs-to-appalachian-trail-to-black-rock,Thurston Griggs to Appalachian Trail to Black Rock,17.1981,trail,39.58301,-77.60362,5310.822,282.8544,3,O,3,4.5,10110509,South Mountain State Park,313,United States,5549,Myersville,21,Maryland,19020685,dogs-leash,forest,river,views,waterfall,wild-flowers,wildlife,birding,camping,hiking,snowshoeing,Dogs Leash,Forest,River,Views,Waterfall,Wild Flowers,Wildlife,Bird Watching,Camping,Hiking,Snowshoeing,,229,i,parks/us/maryland/south-mountain-state-park,10234490,us/maryland/myersville,us/maryland/south-mountain-state-park,https://cdn-assets.alltrails.com/uploads/photo/image/19323163/large_aca6f251478515ffed8435df5881ffd5.jpg,,,,,,,,,,,,,,,,,,,,,,,,
trail-10004398,10004398,us/maryland/soapstone-trail,Soapstone Trail Loop,17.0065,trail,39.24494,-76.7194,4184.284,84.73440000000001,3,L,3,4,10169436,Patapsco Valley State Park Avalon Area,313,United States,1352,Catonsville,21,Maryland,23990660,dogs-leash,forest,kids,river,views,wild-flowers,wildlife,hiking,mountain-biking,nature-trips,trail-running,Dogs Leash,Forest,Kid Friendly,River,Views,Wild Flowers,Wildlife,Hiking,Mountain Biking,Nature Trips,Running,,222,i,parks/us/maryland/patapsco-valley-state-park-avalon-area,10004398,us/maryland/catonsville,us/maryland/patapsco-valley-state-park-avalon-area,https://cdn-assets.alltrails.com/uploads/photo/image/21095140/large_9f007adef941382b9c76fff83e74c9cf.jpg,,walking,,,Walking,,,,,,,,,,,,,,,,,,,
trail-10004969,10004969,us/maryland/swallow-falls-trail,Swallow Falls Canyon Trail,16.0476,trail,39.49916,-79.41846,1770.274,38.7096,1,L,3,4.5,10110514,Swallow Falls State Park,313,United States,5966,Oakland,21,Maryland,25006837,dogs-leash,forest,kids,partially-paved,river,views,waterfall,camping,fishing,hiking,paddle-sports,Dogs Leash,Forest,Kid Friendly,Partially Paved,River,Views,Waterfall,Camping,Fishing,Hiking,Paddle Sports,,194,i,parks/us/maryland/swallow-falls-state-park,10004969,us/maryland/oakland,us/maryland/swallow-falls-state-park,https://cdn-assets.alltrails.com/uploads/photo/image/19864030/large_bf1e485bbce50ea1c71bd543ff8dd057.jpg,wildlife,trail-running,walking,Wildlife,Running,Walking,cross-country-skiing,Cross Country Skiing,,,whitewater-kayaking,,,,,,,,,,,,,
trail-10020891,10020891,us/maryland/oregon-ridge-park-trail,"Loggers, S. James Campbell, and Ivy Hill Trail Loop",16.0428,trail,39.49382,-76.68989,6437.36,150.876,1,L,3,4,10119644,Oregon Ridge Park,313,United States,1669,Cockeysville,21,Maryland,13269161,dogs-leash,forest,lake,kids,,,,hiking,nature-trips,trail-running,walking,Dogs Leash,Forest,Lake,Kid Friendly,,,,Hiking,Nature Trips,Running,Walking,,209,i,parks/us/maryland/oregon-ridge-park,10020891,us/maryland/cockeysville,us/maryland/oregon-ridge-park,https://cdn-assets.alltrails.com/uploads/photo/image/11030744/large_1c5d32d1e82e7a193cb77f8ae78822f1.jpg,,,,,,,,,,,,,,,,,,,,,,,,
trail-10274983,10274983,us/maryland/weverton-cliffs,Weverton Cliffs,16.0351,trail,39.33307,-77.68274,2414.01,171.90720000000002,3,O,3,4.5,10110509,South Mountain State Park,313,United States,20211,Knoxville,21,Maryland,19017821,dogs-leash,forest,kids,views,,,,hiking,trail-running,,,Dogs Leash,Forest,Kid Friendly,Views,,,,Hiking,Running,,,,204,i,parks/us/maryland/south-mountain-state-park,10274983,us/maryland/knoxville,us/maryland/south-mountain-state-park,https://cdn-assets.alltrails.com/uploads/photo/image/20593694/large_3d257d0fbfaea1c196ca009b5c7bca17.jpg,,,,,,,,,,,,,,,,,,,,,,,,
trail-10308593,10308593,us/maryland/wincopin-green-red-yellow-trail,"Wincopin Green, Red, and Yellow Trail Loop",16.0129,trail,39.14973,-76.83446,5632.69,101.8032,1,L,3,4,10119653,Savage Park,313,United States,4017,Jessup,21,Maryland,18934060,dogs-leash,forest,kids,partially-paved,river,views,wildlife,birding,hiking,mountain-biking,nature-trips,Dogs Leash,Forest,Kid Friendly,Partially Paved,River,Views,Wildlife,Bird Watching,Hiking,Mountain Biking,Nature Trips,,243,i,parks/us/maryland/savage-park,10308593,us/maryland/jessup,us/maryland/savage-park,https://cdn-assets.alltrails.com/uploads/photo/image/11542621/large_20c4ad18548d81dd4bc74ec20079cd56.jpg,,trail-running,walking,,Running,Walking,,,,,,,,,,,,,,,,,,
trail-10016364,10016364,us/maryland/cunningham-falls-nature-trail,Cunningham Falls Nature Trail,15.5496,trail,39.6342,-77.44993,8851.37,304.8,3,L,2,4,10119621,Catoctin Mountain Park,313,United States,8188,Thurmont,21,Maryland,28416841,beach,dogs-no,forest,lake,kids,views,waterfall,birding,hiking,nature-trips,walking,Beach,Dogs No,Forest,Lake,Kid Friendly,Views,Waterfall,Bird Watching,Hiking,Nature Trips,Walking,,140,i,parks/us/maryland/catoctin-mountain-park,10016364,us/maryland/thurmont,us/maryland/catoctin-mountain-park,https://cdn-assets.alltrails.com/uploads/photo/image/11241633/large_502f8ca10825c755309640daef1120e5.jpg,wild-flowers,,,Wild Flowers,,,,,wildlife,Wildlife,,,,,,,,,,,,,,
trail-10241559,10241559,us/maryland/merrymans-mill-trail,Merryman's Mill Trail,15.4847,trail,39.46279,-76.58647,17541.806,398.9832,3,L,3,4,10110469,Gunpowder Falls State Park,313,United States,91221,Lutherville-Timonium,21,Maryland,19018105,dogs,forest,river,views,wildlife,,,hiking,mountain-biking,nature-trips,snowshoeing,Dogs,Forest,River,Views,Wildlife,,,Hiking,Mountain Biking,Nature Trips,Snowshoeing,,185,i,parks/us/maryland/gunpowder-falls-state-park,10241559,us/maryland/lutherville-timonium--2,us/maryland/gunpowder-falls-state-park,https://cdn-assets.alltrails.com/uploads/photo/image/19459327/large_48896d597ac6e17e13cbe6f3ae04aaab.jpg,,trail-running,walking,,Running,Walking,,,,,,,,,,,,,,,,,,
trail-10244223,10244223,us/maryland/thru-trail-white-lower-thru-trail-and-blasphemy-climb,"Thru Trail (White), Lower Thru Trail and Blasphemy Climb",15.3817,trail,39.33269,-76.87108,8690.436,127.7112,3,L,3,4,10110483,Patapsco Valley State Park,313,United States,9130,Woodstock,21,Maryland,25958553,dogs-leash,forest,river,views,waterfall,wild-flowers,wildlife,hiking,mountain-biking,nature-trips,trail-running,Dogs Leash,Forest,River,Views,Waterfall,Wild Flowers,Wildlife,Hiking,Mountain Biking,Nature Trips,Running,,137,i,parks/us/maryland/patapsco-valley-state-park,10244223,us/maryland/woodstock,us/maryland/patapsco-valley-state-park,https://cdn-assets.alltrails.com/uploads/photo/image/21698817/large_4cee0d26e01096bbf1e19dad7855ee09.jpg,,,,,,,,,,,,,,,,,,,,,,,,
trail-10026105,10026105,us/maryland/calvert-cliffs-red-and-orange-loop-trail,Calvert Cliffs Red and Orange Loop Trail,15.2153,trail,38.39467,-76.43519,7242.03,81.9912,3,L,1,4.5,10110427,Calvert Cliffs State Park,313,United States,4751,Lusby,21,Maryland,13269267,beach,dogs-leash,forest,kids,views,wild-flowers,wildlife,birding,fishing,hiking,nature-trips,Beach,Dogs Leash,Forest,Kid Friendly,Views,Wild Flowers,Wildlife,Bird Watching,Fishing,Hiking,Nature Trips,,175,i,parks/us/maryland/calvert-cliffs-state-park,10026105,us/maryland/lusby,us/maryland/calvert-cliffs-state-park,https://cdn-assets.alltrails.com/uploads/photo/image/11321431/large_f69d591e0006a94d0d4c4e6416edef65.jpg,,trail-running,walking,,Running,Walking,,,,,,,,,,,,,,,,,,
trail-10242667,10242667,us/maryland/sweathouse-branch-west-side-trail,Sweathouse Branch and Wildlands Loop,15.0868,trail,39.42688,-76.44246,7563.898,115.82400000000001,3,L,2,4,10110469,Gunpowder Falls State Park,313,United States,4213,Kingsville,21,Maryland,13273850,dogs,forest,kids,river,views,wild-flowers,wildlife,birding,fishing,hiking,nature-trips,Dogs,Forest,Kid Friendly,River,Views,Wild Flowers,Wildlife,Bird Watching,Fishing,Hiking,Nature Trips,,159,i,parks/us/maryland/gunpowder-falls-state-park,10242667,us/maryland/kingsville,us/maryland/gunpowder-falls-state-park,https://cdn-assets.alltrails.com/uploads/photo/image/20258785/large_f1bd0d1072d56c2728502bc7fd3a9fab.jpg,,trail-running,walking,,Running,Walking,horseback-riding,Horseback Riding,,,,,,,,,,,,,,,,
trail-10496025,10496025,us/maryland/chimney-rock-trail-from-headquarters,Chimney Rock Trail from Headquarters,14.9528,trail,39.62635,-77.44096,3540.548,172.82160000000002,3,O,2,4.5,10119621,Catoctin Mountain Park,313,United States,8188,Thurmont,21,Maryland,26730099,dogs-no,forest,views,wildlife,,,,hiking,nature-trips,trail-running,walking,Dogs No,Forest,Views,Wildlife,,,,Hiking,Nature Trips,Running,Walking,,257,i,parks/us/maryland/catoctin-mountain-park,10496025,us/maryland/thurmont,us/maryland/catoctin-mountain-park,https://cdn-assets.alltrails.com/uploads/photo/image/23352730/large_cfa0968caf3c477261718121a2c07e9a.jpg,,,,,,,,,,,,,,,,,,,,,,,,
trail-10112116,10112116,us/maryland/rock-run-grist-mill-trail,Rock Run Grist Mill Trail,14.8653,trail,39.60812,-76.14249,7724.832,261.8232,3,L,3,4,10110513,Susquehanna State Park,313,United States,3523,Havre de Grace,21,Maryland,21872849,dogs,forest,historic-site,river,views,,,hiking,mountain-biking,nature-trips,trail-running,Dogs,Forest,Historic Site,River,Views,,,Hiking,Mountain Biking,Nature Trips,Running,,127,i,parks/us/maryland/susquehanna-state-park,10112116,us/maryland/havre-de-grace,us/maryland/susquehanna-state-park,https://cdn-assets.alltrails.com/uploads/photo/image/13402663/large_436bae25a60f9179167c4ac2c9c3379b.jpg,,walking,horseback-riding,,Walking,Horseback Riding,,,,,,,,,,,,,,,,,,
trail-10029057,10029057,us/maryland/bwi-trail,BWI Trail,14.7192,trail,39.16249,-76.66334,17380.872,129.84480000000002,3,L,3,4.5,10119616,Andover Park,313,United States,91099,Linthicum,21,Maryland,13299734,dogs-leash,forest,paved,views,,,,birding,hiking,mountain-biking,nature-trips,Dogs Leash,Forest,Paved,Views,,,,Bird Watching,Hiking,Mountain Biking,Nature Trips,,188,i,parks/us/maryland/andover-park,10029057,us/maryland/linthicum,us/maryland/andover-park,https://cdn-assets.alltrails.com/uploads/photo/image/21077309/large_0f45591f7a1ae0c9be65fbc989bcefe9.jpg,,road-biking,trail-running,,Road Biking,Running,walking,Walking,,,,,,,,,,,,,,,,
trail-10235095,10235095,us/maryland/morgan-mill-trail,Morgan Mill Trail,14.607,trail,39.45349,-76.54425,4184.284,95.7072,3,L,2,4.5,10126710,Loch Raven Park,313,United States,3072,Glen Arm,21,Maryland,19489946,dogs,forest,lake,views,wild-flowers,wildlife,,birding,hiking,mountain-biking,nature-trips,Dogs,Forest,Lake,Views,Wild Flowers,Wildlife,,Bird Watching,Hiking,Mountain Biking,Nature Trips,,177,i,parks/us/maryland/loch-raven-park,10235095,us/maryland/glen-arm,us/maryland/loch-raven-park,https://cdn-assets.alltrails.com/uploads/photo/image/11345145/large_e5755bfd4a4bf67a1d232a8606adeece.jpg,,trail-running,walking,,Running,Walking,horseback-riding,Horseback Riding,,,,,,,,,,,,,,,,
trail-10026108,10026108,us/maryland/fair-hill-orange-loop,Fair Hill Orange Loop,14.5181,trail,39.70198,-75.85924,9334.172,156.972,3,L,2,4,10110448,Fair Hill Natural Resource Management Area,313,United States,2472,Elkton,21,Maryland,13273234,dogs-leash,forest,kids,river,views,waterfall,wild-flowers,birding,hiking,mountain-biking,nature-trips,Dogs Leash,Forest,Kid Friendly,River,Views,Waterfall,Wild Flowers,Bird Watching,Hiking,Mountain Biking,Nature Trips,,175,i,parks/us/maryland/fair-hill-natural-resource-management-area,10026108,us/maryland/elkton,us/maryland/fair-hill-natural-resource-management-area,https://cdn-assets.alltrails.com/uploads/photo/image/11208138/large_cb99ef8243b2d7e5374ac8445fbc5905.jpg,wildlife,trail-running,walking,Wildlife,Running,Walking,horseback-riding,Horseback Riding,,,,,,,,,,,,,,,,
trail-10033709,10033709,us/maryland/liberty-reservoir-middle-run-trail,Liberty Reservoir: Liberty West-Morgan Runs Trail,14.4253,trail,39.43802,-76.93754,11748.182,300.8376,3,L,2,4,10163140,Liberty Reservoir Cooperative Wildlife Management Area,313,United States,6858,Reisterstown,21,Maryland,13269599,dogs-leash,forest,lake,kids,river,views,wildlife,hiking,mountain-biking,nature-trips,trail-running,Dogs Leash,Forest,Lake,Kid Friendly,River,Views,Wildlife,Hiking,Mountain Biking,Nature Trips,Running,,162,i,parks/us/maryland/liberty-reservoir-cooperative-wildlife-management-area,10033709,us/maryland/reisterstown,us/maryland/liberty-reservoir-cooperative-wildlife-management-area,https://cdn-assets.alltrails.com/uploads/photo/image/19818355/large_ee7852e706aa7a567950d988ece71758.jpg,,horseback-riding,,,Horseback Riding,,,,,,,,,,,,,,,,,,,
trail-10111501,10111501,us/maryland/gambrill-yellow-trail,Gambrill Yellow Trail,14.2105,trail,39.46209,-77.49112,10782.578,308.7624,3,L,2,4,10110461,Gambrill State Park,313,United States,2881,Frederick,21,Maryland,13269809,dogs-leash,forest,kids,views,wild-flowers,wildlife,,backpacking,birding,hiking,mountain-biking,Dogs Leash,Forest,Kid Friendly,Views,Wild Flowers,Wildlife,,Backpacking,Bird Watching,Hiking,Mountain Biking,,186,i,parks/us/maryland/gambrill-state-park,10111501,us/maryland/frederick,us/maryland/gambrill-state-park,https://cdn-assets.alltrails.com/uploads/photo/image/20537640/large_1a778ddc57b136cb67e624d2ef453d33.jpg,,nature-trips,trail-running,,Nature Trips,Running,walking,Walking,,,horseback-riding,Horseback Riding,,,,,,,,,,,,
trail-10240043,10240043,us/maryland/lost-pond-trail,Lost Pond Trail,14.1789,trail,39.42713,-76.44321,6598.294,64.92240000000001,3,O,3,4,10110469,Gunpowder Falls State Park,313,United States,4213,Kingsville,21,Maryland,13342614,dogs-leash,forest,kids,views,waterfall,wild-flowers,wildlife,birding,hiking,nature-trips,trail-running,Dogs Leash,Forest,Kid Friendly,Views,Waterfall,Wild Flowers,Wildlife,Bird Watching,Hiking,Nature Trips,Running,,141,i,parks/us/maryland/gunpowder-falls-state-park,10240043,us/maryland/kingsville,us/maryland/gunpowder-falls-state-park,https://cdn-assets.alltrails.com/uploads/photo/image/19238188/large_dc68baa1d6d85ea3a74a3743561ead96.jpg,,walking,,,Walking,,,,,,,,,,,,,,,,,,,
trail-10111499,10111499,us/maryland/black-locust-trail-gabrill-state-park,Black Locust Trail,14.167,trail,39.46209,-77.49116,4184.284,191.7192,3,L,2,4,10110461,Gambrill State Park,313,United States,2881,Frederick,21,Maryland,13269759,dogs,forest,kids,views,wild-flowers,wildlife,,backpacking,birding,hiking,mountain-biking,Dogs,Forest,Kid Friendly,Views,Wild Flowers,Wildlife,,Backpacking,Bird Watching,Hiking,Mountain Biking,,172,i,parks/us/maryland/gambrill-state-park,10111499,us/maryland/frederick,us/maryland/gambrill-state-park,https://cdn-assets.alltrails.com/uploads/photo/image/19136764/large_514f4d17c640815794fbee01f122c1c6.jpg,,nature-trips,trail-running,,Nature Trips,Running,walking,Walking,,,horseback-riding,Horseback Riding,,,,,,,,,,,,
trail-10039393,10039393,us/maryland/centennial-lake-loop,Centennial Lake Loop,14.13,trail,39.24172,-76.86488,4023.35,28.956000000000003,1,L,2,4.5,10119623,Centennial Park,313,United States,2479,Ellicott City,21,Maryland,13270106,dogs-leash,forest,lake,kids,partially-paved,wild-flowers,wildlife,birding,hiking,road-biking,trail-running,Dogs Leash,Forest,Lake,Kid Friendly,Partially Paved,Wild Flowers,Wildlife,Bird Watching,Hiking,Road Biking,Running,,168,i,parks/us/maryland/centennial-park,10039393,us/maryland/ellicott-city,us/maryland/centennial-park,https://cdn-assets.alltrails.com/uploads/photo/image/19787677/large_3fabcdd1ef4266a8ce809a5926ce0937.jpg,,walking,,,Walking,,,,,,,,,,,,,,,,,,,
