objectID,ID,slug,name,popularity,type,_geoloc/lat,_geoloc/lng,length,elevation_gain,difficulty_rating,route_type,visitor_usage,avg_rating,area_id,area_name,country_id,country_name,city_id,city_name,state_id,state_name,verified_map_id,features/0,features/1,features/2,features/3,features/4,features/5,features/6,activities/0,activities/1,activities/2,activities/3,feature_names/0,feature_names/1,feature_names/2,feature_names/3,feature_names/4,feature_names/5,feature_names/6,activity_names/0,activity_names/1,activity_names/2,activity_names/3,overview,num_reviews,units,area_slug,trail_id,city_url,park_slug,profile_photo_url,features/7,activities/4,activities/5,feature_names/7,activity_names/4,activity_names/5,activities/6,activity_names/6,features/8,feature_names/8,activities/7,activity_names/7,activities/8,features/9,feature_names/9,activity_names/8,features/10,feature_names/10,activities/9,activities/10,activity_names/9,activity_names/10,features/11,feature_names/11
trail-10339402,10339402,us/maryland/old-gunpowder-south-to-mingo-forks-to-bunker-hill-loop,Old Gunpowder South to Mingo Forks to Bunker Hill Loop,5.1377,trail,39.61407,-76.6592,8368.568,177.69840000000002,3,L,1,4.5,10110469,Gunpowder Falls State Park,313,United States,6277,Parkton,21,Maryland,20973955,forest,river,,,,,,hiking,trail-running,,,Forest,River,,,,,,Hiking,Running,,,,21,i,parks/us/maryland/gunpowder-falls-state-park,10339402,us/maryland/parkton,us/maryland/gunpowder-falls-state-park,https://cdn-assets.alltrails.com/uploads/photo/image/17008071/large_dae9d67e52212a243ce5eff784d16928.jpg,,,,,,,,,,,,,,,,,,,,,,,,
trail-10367815,10367815,us/maryland/prince-frederick-trail-to-horse-swamp-trail-to-bay-trail,Prince Frederick Trail to Horse Swamp Trail to Bay Trail,5.1309,trail,38.5387,-76.57899,18990.212,453.84720000000004,5,O,1,4.5,10119615,American Chestnut Land Trust,313,United States,6709,Prince Frederick,21,Maryland,22258605,dogs-leash,forest,views,,,,,hiking,nature-trips,trail-running,,Dogs Leash,Forest,Views,,,,,Hiking,Nature Trips,Running,,,22,i,parks/us/maryland/american-chestnut-land-trust,10367815,us/maryland/prince-frederick,us/maryland/american-chestnut-land-trust,https://cdn-assets.alltrails.com/uploads/photo/image/21815959/large_6e6e35f626acf98217870a5ac3e963c0.jpg,,,,,,,,,,,,,,,,,,,,,,,,
trail-10257723,10257723,us/maryland/algonquin-cross-county-trail,Algonquin Cross County Trail,5.1001,trail,38.13751,-75.47908,33474.272,63.7032,3,O,2,4,10154471,Chesapeake Forest Lands,313,United States,7172,Salisbury,21,Maryland,13284955,dogs,forest,kids,views,wild-flowers,,,birding,hiking,mountain-biking,nature-trips,Dogs,Forest,Kid Friendly,Views,Wild Flowers,,,Bird Watching,Hiking,Mountain Biking,Nature Trips,,18,i,parks/us/maryland/chesapeake-forest-lands,10257723,us/maryland/salisbury,us/maryland/chesapeake-forest-lands,https://cdn-assets.alltrails.com/uploads/photo/image/11442145/large_d79d4e2c1099d9d5c9e0bed85bf318ff.jpg,,trail-running,walking,,Running,Walking,horseback-riding,Horseback Riding,,,,,,,,,,,,,,,,
trail-10349736,10349736,us/maryland/great-allegheny-passage-frostburg-to-cumberland,Great Allegheny Passage: Frostburg to Cumberland,5.0854,trail,39.65724,-78.92406,26071.308,35.9664,3,P,2,4,10119634,Lions Park,313,United States,2922,Frostburg,21,Maryland,21112242,rails-trails,ada,dogs-leash,kids,partially-paved,strollers,views,birding,hiking,mountain-biking,nature-trips,Rails Trails,Wheelchair Friendly,Dogs Leash,Kid Friendly,Partially Paved,Stroller Friendly,Views,Bird Watching,Hiking,Mountain Biking,Nature Trips,,16,i,parks/us/maryland/lions-park,10349736,us/maryland/frostburg,us/maryland/lions-park,https://cdn-assets.alltrails.com/uploads/photo/image/10130093/large_9da0fa1a7a70b634de0e04c75e9bf57b.jpg,wild-flowers,road-biking,walking,Wild Flowers,Road Biking,Walking,rails-trails,,,,,,,,,,,,,,,,,
trail-10239016,10239016,us/maryland/lake-waterford-park-trail,Lake Waterford Park Trail,5.0837,trail,39.11213,-76.55886,1931.208,15.8496,1,O,3,3.5,10126592,Lake Waterford Park,313,United States,6289,Pasadena,21,Maryland,23380151,dogs,forest,lake,kids,wild-flowers,wildlife,,hiking,trail-running,walking,,Dogs,Forest,Lake,Kid Friendly,Wild Flowers,Wildlife,,Hiking,Running,Walking,,,38,i,parks/us/maryland/lake-waterford-park,10239016,us/maryland/pasadena,us/maryland/lake-waterford-park,https://cdn-assets.alltrails.com/uploads/photo/image/14637238/large_25d1248dfaadd575069d4234b01c611d.jpg,,,,,,,,,,,,,,,,,,,,,,,,
trail-10264323,10264323,us/maryland/patapsco-valley-woodstock-north,Patapsco Valley Woodstock North,5.0763,trail,39.33252,-76.87196,6276.426,116.73840000000001,1,L,2,3.5,10110483,Patapsco Valley State Park,313,United States,9130,Woodstock,21,Maryland,13865510,dogs,kids,river,views,wild-flowers,wildlife,,birding,hiking,nature-trips,trail-running,Dogs,Kid Friendly,River,Views,Wild Flowers,Wildlife,,Bird Watching,Hiking,Nature Trips,Running,,16,i,parks/us/maryland/patapsco-valley-state-park,10264323,us/maryland/woodstock,us/maryland/patapsco-valley-state-park,https://cdn-assets.alltrails.com/uploads/photo/image/12168345/large_21fc2a59c0b7780fc594e2265b64068c.jpg,,walking,,,Walking,,,,,,,,,,,,,,,,,,,
trail-10022843,10022843,us/maryland/co-canal-trail-rileys-lock-to-edwards-ferry,C&O Canal Trail: Rileys Lock to Edwards Ferry,5.0762,trail,39.06902,-77.34084,25910.374,36.8808,1,O,2,4.5,10119624,Chesapeake and Ohio Canal National Historical Park,313,United States,6584,Poolesville,21,Maryland,17850582,rails-trails,dogs-leash,forest,kids,river,wildlife,,birding,hiking,mountain-biking,nature-trips,Rails Trails,Dogs Leash,Forest,Kid Friendly,River,Wildlife,,Bird Watching,Hiking,Mountain Biking,Nature Trips,,13,i,parks/us/maryland/chesapeake-and-ohio-canal-national-historical-park,10022843,us/maryland/poolesville,us/maryland/chesapeake-and-ohio-canal-national-historical-park,https://cdn-assets.alltrails.com/uploads/photo/image/21278494/large_23165b0ac6819208c699e4845d884c2b.jpg,,road-biking,trail-running,,Road Biking,Running,walking,Walking,,,rails-trails,,,,,,,,,,,,,
trail-10304971,10304971,us/maryland/three-sisters-to-valley-view-trail-loop,Three Sisters to Valley View Trail Loop,5.0762,trail,39.22731,-76.72559,4506.152,101.8032,3,L,,4,10169436,Patapsco Valley State Park Avalon Area,313,United States,2479,Ellicott City,21,Maryland,18780113,dogs-leash,kids,river,,,,,birding,hiking,nature-trips,trail-running,Dogs Leash,Kid Friendly,River,,,,,Bird Watching,Hiking,Nature Trips,Running,,11,i,parks/us/maryland/patapsco-valley-state-park-avalon-area,10304971,us/maryland/ellicott-city,us/maryland/patapsco-valley-state-park-avalon-area,https://cdn-assets.alltrails.com/uploads/photo/image/21897570/large_b9f9acbfdeae25fd9e14f0545fc198fd.jpg,,walking,,,Walking,,,,,,,,,,,,,,,,,,,
trail-10273480,10273480,us/maryland/connector-lawn-mower-and-catocin-national-recreation-trail-loop,"Connector, Lawn Mower, and Catocin National Recreation Trail Loop",5.0745,trail,39.51593,-77.49412,6920.162,151.7904,3,L,2,4,10163137,Frederick Municipal Forest,313,United States,2881,Frederick,21,Maryland,17911258,forest,views,,,,,,birding,hiking,mountain-biking,nature-trips,Forest,Views,,,,,,Bird Watching,Hiking,Mountain Biking,Nature Trips,,24,i,parks/us/maryland/frederick-municipal-forest,10273480,us/maryland/frederick,us/maryland/frederick-municipal-forest,https://cdn-assets.alltrails.com/uploads/photo/image/20875518/large_3ec974543a715b4d3f03e66b41631a26.jpg,,walking,,,Walking,,,,,,,,,,,,,,,,,,,
trail-10030963,10030963,us/maryland/rock-creek-and-beach-drive-trail,Rock Creek and Beach Drive Trail ,5.0532,trail,39.03257,-77.11369,17380.872,99.9744,1,L,1,4,10168017,Rock Creek Park ,313,United States,4145,Kensington,21,Maryland,13322019,dogs-leash,forest,kids,partially-paved,river,,,nature-trips,road-biking,walking,,Dogs Leash,Forest,Kid Friendly,Partially Paved,River,,,Nature Trips,Road Biking,Walking,,,17,i,parks/us/maryland/rock-creek-park--2,10030963,us/maryland/kensington,us/maryland/rock-creek-park--2,,,,,,,,,,,,,,,,,,,,,,,,,
trail-10111883,10111883,us/maryland/owens-creek-campground-loop-trail,Owen's Creek Campground Loop Trail,5.0501,trail,39.65441,-77.4866,9173.238,276.7584,1,L,2,4,10119621,Catoctin Mountain Park,313,United States,7110,Sabillasville,21,Maryland,13261828,dogs-leash,forest,kids,views,wild-flowers,wildlife,,birding,hiking,nature-trips,walking,Dogs Leash,Forest,Kid Friendly,Views,Wild Flowers,Wildlife,,Bird Watching,Hiking,Nature Trips,Walking,,14,i,parks/us/maryland/catoctin-mountain-park,10111883,us/maryland/sabillasville,us/maryland/catoctin-mountain-park,https://cdn-assets.alltrails.com/uploads/photo/image/21995657/large_e99ae9eda0efdf8e60043bf9c38b3c8f.jpg,,,,,,,,,,,,,,,,,,,,,,,,
trail-10274237,10274237,us/maryland/soapstone-trail-to-vineyard-trail-loop,Soapstone Trail to Vineyard Trail Loop,5.0499,trail,39.24455,-76.71918,6759.228,239.8776,3,L,,4,10169436,Patapsco Valley State Park Avalon Area,313,United States,1352,Catonsville,21,Maryland,17931442,forest,views,,,,,,hiking,nature-trips,road-biking,trail-running,Forest,Views,,,,,,Hiking,Nature Trips,Road Biking,Running,,21,i,parks/us/maryland/patapsco-valley-state-park-avalon-area,10274237,us/maryland/catonsville,us/maryland/patapsco-valley-state-park-avalon-area,https://cdn-assets.alltrails.com/uploads/photo/image/22729920/large_703eb732b0cc2cd2db4b826b1d25e070.jpg,,walking,,,Walking,,,,,,,,,,,,,,,,,,,
trail-10295427,10295427,us/maryland/sherwood-trail-to-little-gunpowder-trail,Sherwood and Little Gunpowder Trail Loop,5.024,trail,39.44129,-76.39054,5793.624,94.7928,3,L,2,4,10166666,Kingsville Park,313,United States,30524,Upper Falls,21,Maryland,22754396,dogs-leash,forest,kids,river,views,wild-flowers,wildlife,hiking,nature-trips,trail-running,walking,Dogs Leash,Forest,Kid Friendly,River,Views,Wild Flowers,Wildlife,Hiking,Nature Trips,Running,Walking,,25,i,parks/us/maryland/kingsville-park,10295427,us/maryland/upper-falls,us/maryland/kingsville-park,https://cdn-assets.alltrails.com/uploads/photo/image/21923211/large_45a8d99eafba5ab5189e79c58ff98169.jpg,,,,,,,,,,,,,,,,,,,,,,,,
trail-10237953,10237953,us/maryland/red-trail-out-of-campground,Red Trail Out of Campground,5.0179,trail,39.46179,-77.49516,2414.01,113.99520000000001,1,L,2,4,10110461,Gambrill State Park,313,United States,2881,Frederick,21,Maryland,14225705,dogs-leash,kids,views,wild-flowers,wildlife,,,birding,hiking,nature-trips,trail-running,Dogs Leash,Kid Friendly,Views,Wild Flowers,Wildlife,,,Bird Watching,Hiking,Nature Trips,Running,,18,i,parks/us/maryland/gambrill-state-park,10237953,us/maryland/frederick,us/maryland/gambrill-state-park,https://cdn-assets.alltrails.com/uploads/photo/image/11730997/large_be028380615d60461c9a33a9023dfe53.jpg,,walking,,,Walking,,,,,,,,,,,,,,,,,,,
trail-10270946,10270946,us/maryland/bell-island-trail-to-wetland-walk-to-handy-hall-trail,Bell Island Trail to Wetland Walk to Handy Hall Trail,4.9984,trail,38.34747,-75.64282,2896.812,8.8392,1,L,2,4.5,10161058,Pemberton Historical Park,313,United States,7172,Salisbury,21,Maryland,17725441,dogs-leash,forest,historic-site,kids,river,views,wild-flowers,birding,hiking,nature-trips,trail-running,Dogs Leash,Forest,Historic Site,Kid Friendly,River,Views,Wild Flowers,Bird Watching,Hiking,Nature Trips,Running,,21,i,parks/us/maryland/pemberton-historical-park,10270946,us/maryland/salisbury,us/maryland/pemberton-historical-park,https://cdn-assets.alltrails.com/uploads/photo/image/19061856/large_f43b884db701e31515f37f7aee4203c7.jpg,wildlife,walking,horseback-riding,Wildlife,Walking,Horseback Riding,,,,,,,,,,,,,,,,,,
trail-10368642,10368642,us/maryland/cross-island-trail-kent-narrows-to-terrapin-nature-park,Cross Island Trail: Kent Narrows to Terrapin Nature Park,4.9735,trail,38.96834,-76.24305,20116.75,54.864000000000004,1,O,2,4,,,313,United States,17621,Grasonville,21,Maryland,22261287,ada,dogs-leash,kids,partially-paved,river,strollers,views,birding,hiking,mountain-biking,nature-trips,Wheelchair Friendly,Dogs Leash,Kid Friendly,Partially Paved,River,Stroller Friendly,Views,Bird Watching,Hiking,Mountain Biking,Nature Trips,,25,i,,10368642,us/maryland/grasonville,,https://cdn-assets.alltrails.com/uploads/photo/image/11990338/large_a5e70823e7e1c387f4b538f74e44147f.jpg,wild-flowers,road-biking,trail-running,Wild Flowers,Road Biking,Running,walking,Walking,,,,,,,,,,,,,,,,
trail-10288552,10288552,us/maryland/sawmill-branch-trail-to-buzzards-rock-loop,Sawmill Branch Trail to Buzzards Rock Loop,4.9718,trail,39.25296,-76.75993,3218.68,74.9808,3,L,2,4.5,10110483,Patapsco Valley State Park,313,United States,1352,Catonsville,21,Maryland,19019804,dogs-leash,forest,kids,river,views,wildlife,,hiking,nature-trips,trail-running,,Dogs Leash,Forest,Kid Friendly,River,Views,Wildlife,,Hiking,Nature Trips,Running,,,18,i,parks/us/maryland/patapsco-valley-state-park,10288552,us/maryland/catonsville,us/maryland/patapsco-valley-state-park,https://cdn-assets.alltrails.com/uploads/photo/image/13570210/large_259565c39d9e6a7120a661cf0d43ba76.jpg,,,,,,,,,,,,,,,,,,,,,,,,
trail-10310469,10310469,us/maryland/merrymans-mill-trail-loop,Merryman's Mill Trail Loop,4.9617,trail,39.47459,-76.59738,6115.492,148.7424,3,L,2,4,10126710,Loch Raven Park,313,United States,1669,Cockeysville,21,Maryland,19018127,dogs-leash,forest,kids,river,views,wild-flowers,wildlife,hiking,mountain-biking,nature-trips,walking,Dogs Leash,Forest,Kid Friendly,River,Views,Wild Flowers,Wildlife,Hiking,Mountain Biking,Nature Trips,Walking,,20,i,parks/us/maryland/loch-raven-park,10310469,us/maryland/cockeysville,us/maryland/loch-raven-park,https://cdn-assets.alltrails.com/uploads/photo/image/20878356/large_1d36b2f60bd85bb6b44c08c1817cf7e0.jpg,,,,,,,,,,,,,,,,,,,,,,,,
trail-10280735,10280735,us/maryland/schaeffer-farms-white-loop,Schaeffer Farms White Loop,4.9491,trail,39.14275,-77.31013,4988.954,88.69680000000001,3,L,2,4.5,,,313,United States,870,Boyds,21,Maryland,17939343,forest,views,,,,,,birding,hiking,mountain-biking,nature-trips,Forest,Views,,,,,,Bird Watching,Hiking,Mountain Biking,Nature Trips,,16,i,,10280735,us/maryland/boyds,,https://cdn-assets.alltrails.com/uploads/photo/image/21166456/large_63136e01cd5c822efdf1ce0a2471a627.jpg,,walking,,,Walking,,,,,,,,,,,,,,,,,,,
trail-10271352,10271352,us/maryland/westside-and-ble-heron-loop-trail,Westside and Blue Heron Loop Trail,4.9432,trail,39.11495,-77.12797,3862.416,63.7032,3,L,2,4.5,10118365,Rock Creek Regional Park,313,United States,2127,Derwood,21,Maryland,17757639,dogs-leash,forest,lake,kids,views,,,birding,hiking,nature-trips,walking,Dogs Leash,Forest,Lake,Kid Friendly,Views,,,Bird Watching,Hiking,Nature Trips,Walking,,21,i,parks/us/maryland/rock-creek-regional-park,10271352,us/maryland/derwood,us/maryland/rock-creek-regional-park,https://cdn-assets.alltrails.com/uploads/photo/image/16992929/large_32f52bafad4009cb7c3039c66b8dcc99.jpg,,,,,,,,,,,,,,,,,,,,,,,,
trail-10261366,10261366,us/maryland/baltimores-inner-harbor-walking-tour,Baltimore's Inner Harbor Walking Tour,4.9164,trail,39.28107,-76.60742,2414.01,3.9624,1,P,,4,,,313,United States,428,Baltimore,21,Maryland,15613075,city-walk,dogs-leash,historic-site,kids,,,,walking,,,,City Walk,Dogs Leash,Historic Site,Kid Friendly,,,,Walking,,,,,21,i,,10261366,us/maryland/baltimore,,https://cdn-assets.alltrails.com/uploads/photo/image/17004251/large_77cd56fc5c8a1e6ef034293328aa6721.jpg,,,,,,,,,,,,,,,,,,,,,,,,
trail-10294417,10294417,us/maryland/vw-knuckle-buster-and-catoctin-national-recreation-trail-loop,"VW, Knuckle Buster and Catoctin National Recreation Trail Loop",4.915,trail,39.51583,-77.49398,4506.152,96.9264,3,L,2,4.5,10163137,Frederick Municipal Forest,313,United States,2881,Frederick,21,Maryland,18292820,dogs-leash,forest,lake,,,,,hiking,mountain-biking,nature-trips,trail-running,Dogs Leash,Forest,Lake,,,,,Hiking,Mountain Biking,Nature Trips,Running,,27,i,parks/us/maryland/frederick-municipal-forest,10294417,us/maryland/frederick,us/maryland/frederick-municipal-forest,https://cdn-assets.alltrails.com/uploads/photo/image/21393234/large_2fa143f584f3dfd8bf41ef0bd584123a.jpg,,,,,,,,,,,,,,,,,,,,,,,,
trail-10260043,10260043,us/maryland/c-o-canal-towpath-trail-section-2,"C & O Canal Towpath Trail, Section #2",4.9115,trail,39.27284,-77.54061,84973.152,256.94640000000004,3,P,2,4,,,313,United States,6553,Point of Rocks,21,Maryland,13564829,dogs,forest,river,views,wild-flowers,wildlife,,birding,hiking,mountain-biking,nature-trips,Dogs,Forest,River,Views,Wild Flowers,Wildlife,,Bird Watching,Hiking,Mountain Biking,Nature Trips,,19,i,,10260043,us/maryland/point-of-rocks,,https://cdn-assets.alltrails.com/uploads/photo/image/19507518/large_a2803a90eb14eb9a3531e63130819b68.jpg,,trail-running,walking,,Running,Walking,cross-country-skiing,Cross Country Skiing,,,,,,,,,,,,,,,,
trail-10111278,10111278,us/maryland/co-canal-cumberland-to-north-branch,C&O Canal Trail: Cumberland to North Branch,4.9027,trail,39.65003,-78.7632,14805.928,23.7744,1,P,,4,10119661,Wills Mountain State Park,313,United States,1950,Cumberland,21,Maryland,17843466,dogs,forest,kids,river,,,,hiking,mountain-biking,trail-running,walking,Dogs,Forest,Kid Friendly,River,,,,Hiking,Mountain Biking,Running,Walking,,21,i,parks/us/maryland/wills-mountain-state-park,10111278,us/maryland/cumberland,us/maryland/wills-mountain-state-park,https://cdn-assets.alltrails.com/uploads/photo/image/10128262/large_319ecf6b9c30bfa12d7c1a0d273b6d97.jpg,,horseback-riding,,,Horseback Riding,,,,,,,,,,,,,,,,,,,
trail-10042830,10042830,us/maryland/leakin-park-trail,Leakin Park Loop Trail,4.8737,trail,39.30458,-76.69398,4988.954,117.9576,3,L,,3.5,10126635,Leakin Park,313,United States,428,Baltimore,21,Maryland,17755903,dogs-leash,forest,kids,,,,,hiking,trail-running,walking,,Dogs Leash,Forest,Kid Friendly,,,,,Hiking,Running,Walking,,,17,i,parks/us/maryland/leakin-park,10042830,us/maryland/baltimore,us/maryland/leakin-park,https://cdn-assets.alltrails.com/uploads/photo/image/11477059/large_1dfab69e3f0c17da7876645f0faa433b.jpg,,,,,,,,,,,,,,,,,,,,,,,,
trail-10258621,10258621,us/maryland/chesapeake-and-ohio-canal-trail-lock-6-to-fletchers-cave,C&O Canal Trail: Lock 6 to Fletchers Cave,4.8704,trail,38.94528,-77.12328,8207.634,21.945600000000002,1,O,2,4,10119624,Chesapeake and Ohio Canal National Historical Park,313,United States,17251,Glen Echo,21,Maryland,13425615,dogs-leash,forest,river,views,waterfall,,,hiking,mountain-biking,nature-trips,paddle-sports,Dogs Leash,Forest,River,Views,Waterfall,,,Hiking,Mountain Biking,Nature Trips,Paddle Sports,,10,i,parks/us/maryland/chesapeake-and-ohio-canal-national-historical-park,10258621,us/maryland/glen-echo,us/maryland/chesapeake-and-ohio-canal-national-historical-park,https://cdn-assets.alltrails.com/uploads/photo/image/13601658/large_fbd173f4c70414291e151abe87daf48c.jpg,,trail-running,walking,,Running,Walking,canoeing,,,,,,,,,,,,,,,,,
trail-10278982,10278982,us/maryland/sunrise-monadncok-and-mountain-loop-trail,"Sunrise, Monadncok, and Mountain Loop Trail",4.8701,trail,39.26024,-77.39071,1931.208,115.82400000000001,3,L,2,4.5,10119657,Sugarloaf Mountain Natural Area,313,United States,2154,Dickerson,21,Maryland,17937157,forest,views,,,,,,birding,hiking,nature-trips,walking,Forest,Views,,,,,,Bird Watching,Hiking,Nature Trips,Walking,,7,i,parks/us/maryland/sugarloaf-mountain-natural-area,10278982,us/maryland/dickerson,us/maryland/sugarloaf-mountain-natural-area,https://cdn-assets.alltrails.com/uploads/photo/image/16361266/large_f733fcfd0130556676d8432fd7f826ca.jpg,,,,,,,,,,,,,,,,,,,,,,,,
trail-10310538,10310538,us/maryland/calvert-cliffs-orange-trail,Calvert Cliffs Orange Trail,4.8678,trail,38.3969,-76.43464,8046.7,126.7968,3,O,1,4.5,10110427,Calvert Cliffs State Park,313,United States,4751,Lusby,21,Maryland,19020713,dogs,forest,kids,river,views,,,hiking,mountain-biking,nature-trips,trail-running,Dogs,Forest,Kid Friendly,River,Views,,,Hiking,Mountain Biking,Nature Trips,Running,,15,i,parks/us/maryland/calvert-cliffs-state-park,10310538,us/maryland/lusby,us/maryland/calvert-cliffs-state-park,https://cdn-assets.alltrails.com/uploads/photo/image/21455499/large_5cd33698c30dee153123d9d970eeb08d.jpg,,walking,,,Walking,,,,,,,,,,,,,,,,,,,
trail-10020892,10020892,us/maryland/irvine-nature-center-loop,Irvine Nature Center Loop,4.8591,trail,39.43354,-76.76269,1448.406,28.956000000000003,1,L,1,4.5,10161073,Irvine Nature Center,313,United States,7865,Stevenson,21,Maryland,17757371,dogs-no,forest,kids,views,wild-flowers,wildlife,,birding,hiking,nature-trips,walking,Dogs No,Forest,Kid Friendly,Views,Wild Flowers,Wildlife,,Bird Watching,Hiking,Nature Trips,Walking,,14,i,parks/us/maryland/irvine-nature-center,10020892,us/maryland/stevenson,us/maryland/irvine-nature-center,https://cdn-assets.alltrails.com/uploads/photo/image/18084097/large_95172d69d6154abf96b7bebc025e6c04.jpg,,,,,,,,,,,,,,,,,,,,,,,,
trail-10291508,10291508,us/maryland/gambrill-red-trail,Gambrill Red Trail,4.859,trail,39.46218,-77.49124,1609.34,55.778400000000005,3,L,,4,10110461,Gambrill State Park,313,United States,2881,Frederick,21,Maryland,19020797,forest,views,,,,,,hiking,nature-trips,trail-running,walking,Forest,Views,,,,,,Hiking,Nature Trips,Running,Walking,,23,i,parks/us/maryland/gambrill-state-park,10291508,us/maryland/frederick,us/maryland/gambrill-state-park,https://cdn-assets.alltrails.com/uploads/photo/image/10690878/large_2dc0a4447208a561d2958b35b19e4371.jpg,,,,,,,,,,,,,,,,,,,,,,,,
trail-10310069,10310069,us/maryland/grist-mill-sawmill-branch-santee-branch-cascade-falls-ilchester-trail-loop,"Grist Mill, Sawmill Branch, Santee Branch, Cascade Falls, Ilchester Trail Loop",4.8572,trail,39.2501,-76.76475,14001.258,316.992,3,L,2,4,10110483,Patapsco Valley State Park,313,United States,2479,Ellicott City,21,Maryland,24773415,forest,river,views,wildlife,,,,birding,camping,hiking,nature-trips,Forest,River,Views,Wildlife,,,,Bird Watching,Camping,Hiking,Nature Trips,,14,i,parks/us/maryland/patapsco-valley-state-park,10310069,us/maryland/ellicott-city,us/maryland/patapsco-valley-state-park,https://cdn-assets.alltrails.com/uploads/photo/image/19395256/large_ead5251c0997fdc5d5820c00863b47c0.jpg,,walking,,,Walking,,,,,,,,,,,,,,,,,,,
trail-10272496,10272496,us/maryland/wilde-lake-loop,Wilde Lake Loop,4.8552,trail,39.22431,-76.86036,2092.142,14.9352,1,L,2,4.5,,,313,United States,1727,columbia,21,Maryland,21942108,ada,dogs-leash,forest,lake,kids,partially-paved,strollers,birding,nature-trips,trail-running,walking,Wheelchair Friendly,Dogs Leash,Forest,Lake,Kid Friendly,Partially Paved,Stroller Friendly,Bird Watching,Nature Trips,Running,Walking,,19,i,,10272496,us/maryland/columbia,,https://cdn-assets.alltrails.com/uploads/photo/image/19603691/large_a682a82a4b368876f8c2cbd2863d332b.jpg,views,,,Views,,,,,,,,,,,,,,,,,,,,
trail-10299740,10299740,us/maryland/susquehanna-state-park-loop--2,Susquehanna State Park Loop,4.8479,trail,39.60818,-76.14281,4667.086,145.9992,3,L,2,4,10110513,Susquehanna State Park,313,United States,3523,Havre de Grace,21,Maryland,19378981,dogs-leash,forest,kids,river,views,,,birding,hiking,nature-trips,trail-running,Dogs Leash,Forest,Kid Friendly,River,Views,,,Bird Watching,Hiking,Nature Trips,Running,,23,i,parks/us/maryland/susquehanna-state-park,10299740,us/maryland/havre-de-grace,us/maryland/susquehanna-state-park,https://cdn-assets.alltrails.com/uploads/photo/image/22397179/large_34e33e4e02354bded187926ad00cb570.jpg,,walking,,,Walking,,,,,,,,,,,,,,,,,,,
trail-10303229,10303229,us/maryland/cabin-john-trail-cabin-john-stream-valley-unit-1,Cabin John Trail: Cabin John Stream Valley Unit 1,4.8221,trail,38.97369,-77.15101,4023.35,92.964,3,O,,4.5,,,313,United States,1101,Cabin John,21,Maryland,19019967,forest,kids,views,,,,,hiking,nature-trips,trail-running,walking,Forest,Kid Friendly,Views,,,,,Hiking,Nature Trips,Running,Walking,,19,i,,10303229,us/maryland/cabin-john,,https://cdn-assets.alltrails.com/uploads/photo/image/18559867/large_62b27526b149dcef7fc24e0f302eccb0.jpg,,,,,,,,,,,,,,,,,,,,,,,,
trail-10282237,10282237,us/maryland/old-ranger-trail-blue,Old Ranger Trail (Blue),4.8181,trail,39.29634,-76.79108,2735.878,66.7512,1,L,2,4,10110483,Patapsco Valley State Park,313,United States,2479,Ellicott City,21,Maryland,17940981,dogs-leash,forest,views,wild-flowers,,,,birding,hiking,nature-trips,walking,Dogs Leash,Forest,Views,Wild Flowers,,,,Bird Watching,Hiking,Nature Trips,Walking,,15,i,parks/us/maryland/patapsco-valley-state-park,10282237,us/maryland/ellicott-city,us/maryland/patapsco-valley-state-park,https://cdn-assets.alltrails.com/uploads/photo/image/16446312/large_5091037c74f69d0fad3f5476ca74b8f7.jpg,,,,,,,,,,,,,,,,,,,,,,,,
trail-10339369,10339369,us/maryland/panther-trail-to-gunpowder-south-trail-loop,Panther Trail to Gunpowder South Trail Loop,4.7964,trail,39.61395,-76.65914,6276.426,124.968,3,L,1,4,10110469,Gunpowder Falls State Park,313,United States,5286,Monkton,21,Maryland,20974028,dogs-leash,forest,,,,,,hiking,trail-running,,,Dogs Leash,Forest,,,,,,Hiking,Running,,,,18,i,parks/us/maryland/gunpowder-falls-state-park,10339369,us/maryland/monkton,us/maryland/gunpowder-falls-state-park,https://cdn-assets.alltrails.com/uploads/photo/image/20972387/large_b955781543169cad905a277865ee45c3.jpg,,,,,,,,,,,,,,,,,,,,,,,,
trail-10273641,10273641,us/maryland/greenbelt-lake-trail,Greenbelt Lake Trail,4.7951,trail,39.00478,-76.89027,2253.076,11.8872,1,L,2,4.5,10167038,Buddy Attick Lake Park,313,United States,3274,Greenbelt,21,Maryland,17915913,dogs-leash,forest,lake,kids,views,,,fishing,hiking,trail-running,walking,Dogs Leash,Forest,Lake,Kid Friendly,Views,,,Fishing,Hiking,Running,Walking,,16,i,parks/us/maryland/buddy-attick-lake-park,10273641,us/maryland/greenbelt,us/maryland/buddy-attick-lake-park,https://cdn-assets.alltrails.com/uploads/photo/image/20698835/large_07898e6ec712ae555c99cd2acdd81315.jpg,,,,,,,,,,,,,,,,,,,,,,,,
